Region,BU_ID,Country,Month_Year,Revenue,SOLD_Status
AMER,11,United States,Apr21,236903.65,1
AMER,11,United States,Apr21,2980103.53,1
AMER,11,United States,Apr21,220694.18,1
AMER,11,United States,Apr21,328.26,1
AMER,11,United States,Apr21,1157160.19,1
AMER,11,United States,Apr21,132.96,1
AMER,11,United States,Apr21,141649.88,1
AMER,11,United States,Apr21,21575.05,1
AMER,11,United States,Apr21,121779.49,1
AMER,11,United States,Apr21,86.94,1
AMER,11,United States,Apr21,2320.45,1
AMER,11,United States,Apr21,2159.04,1
AMER,11,United States,Apr21,2803.00,1
AMER,11,United States,Apr21,1591.57,1
AMER,11,United States,Apr21,53.15,1
AMER,11,United States,Apr21,18511.51,1
AMER,11,United States,Apr21,4266.62,1
AMER,11,United States,Apr21,61.68,1
AMER,11,United States,Apr21,1047254.61,1
AMER,11,United States,Apr21,40189.03,1
AMER,11,United States,Apr21,16907.77,1
AMER,11,United States,Apr21,1676.43,1
AMER,11,United States,Apr21,2957.48,1
AMER,11,United States,Apr21,169989.16,1
AMER,11,United States,Apr21,13938.19,1
AMER,11,United States,Apr21,9874.28,1
AMER,11,United States,Apr21,257.58,1
AMER,11,United States,Apr21,32906.41,1
AMER,11,United States,Apr21,84311.52,1
AMER,11,United States,Apr21,50898.21,1
AMER,11,United States,Apr21,5204.07,1
AMER,11,United States,Apr21,2010760.71,1
AMER,11,United States,Apr21,109.99,1
AMER,11,United States,Apr21,910.23,1
AMER,11,United States,Apr21,62556.36,1
AMER,11,United States,Apr21,102381.72,1
AMER,11,United States,Apr21,139830.71,1
AMER,11,United States,Apr21,11572.70,1
AMER,11,United States,Apr21,124208.88,1
AMER,11,United States,Apr21,39927.61,1
AMER,11,United States,Apr21,30412.39,1
AMER,11,United States,Apr21,13183.16,1
AMER,11,United States,Apr21,938.46,1
AMER,11,United States,Apr21,32023.30,1
AMER,11,United States,Apr21,401.04,1
AMER,11,United States,Apr21,107102.55,1
AMER,11,United States,Apr21,1255274.01,1
AMER,11,United States,Apr21,2566965.74,1
AMER,11,United States,Apr21,2681331.77,1
AMER,11,United States,Apr21,1558522.63,1
AMER,11,United States,Apr21,570713.90,1
AMER,11,United States,Apr21,343145.27,1
AMER,11,United States,Apr21,163.95,1
AMER,11,United States,Apr21,1941597.99,1
AMER,11,United States,Apr21,757286.45,1
AMER,11,United States,Apr21,389395.26,1
AMER,11,United States,Apr21,269997.76,1
AMER,11,United States,Apr21,319472.87,1
AMER,11,United States,Apr21,273116.47,1
AMER,11,United States,Apr21,3623015.15,1
AMER,11,United States,Apr21,3459.00,1
AMER,11,United States,Apr21,1259.50,1
AMER,11,United States,Apr21,94996.68,1
AMER,11,United States,Apr21,1376454.42,1
AMER,11,United States,Apr21,13297.59,1
AMER,11,United States,Apr21,4637.65,1
AMER,11,United States,Apr21,351.04,1
AMER,11,United States,Apr21,1070823.44,1
AMER,11,United States,Apr21,77036.73,1
AMER,11,United States,Apr21,6413622.69,1
AMER,11,United States,Apr21,276194.05,1
AMER,11,United States,Apr21,8006.52,1
AMER,11,United States,Apr21,6990.58,1
AMER,11,United States,Apr21,85575.38,1
AMER,11,United States,Apr21,0.00,0
AMER,11,United States,Apr21,222.00,1
AMER,11,United States,Apr21,35320.97,1
AMER,11,United States,Apr21,9291.84,1
AMER,11,United States,Apr21,89.80,1
AMER,11,United States,Apr21,60053.29,1
AMER,11,United States,Apr21,153425.97,1
AMER,11,United States,Apr21,13580.39,1
AMER,11,United States,Apr21,21487.90,1
AMER,11,United States,Apr21,2037.11,1
AMER,11,United States,Apr21,139716.98,1
AMER,11,United States,Apr21,96083.62,1
AMER,11,United States,Apr21,2215.88,1
AMER,11,United States,Apr21,492.98,1
AMER,11,United States,Apr21,67537.30,1
AMER,11,United States,Apr21,5197.68,1
AMER,11,United States,Apr21,3587.50,1
AMER,11,United States,Apr21,24499.49,1
AMER,11,United States,Apr21,937.62,1
AMER,11,United States,Apr21,645.12,1
AMER,11,United States,Apr21,21.59,1
AMER,11,United States,Apr21,1940.11,1
AMER,11,United States,Apr21,30722.89,1
AMER,11,United States,Apr21,4101.06,1
AMER,11,United States,Apr21,84450.58,1
AMER,11,United States,Apr21,5487.08,1
AMER,11,United States,Apr21,131.35,1
AMER,11,United States,Apr21,26536.18,1
AMER,11,United States,Apr21,664.50,1
AMER,11,United States,Apr21,33.00,1
AMER,11,United States,Apr21,164.74,1
AMER,11,United States,Apr21,1408.15,1
AMER,11,United States,Apr21,526.86,1
AMER,11,United States,Apr21,6759.00,1
AMER,11,United States,Apr21,29246.55,1
AMER,11,United States,Apr21,5379.91,1
AMER,11,United States,Apr21,10763.79,1
AMER,11,United States,Apr21,49315.51,1
AMER,11,United States,Apr21,7809.22,1
AMER,11,United States,Apr21,122.74,1
AMER,11,United States,Apr21,511.23,1
AMER,11,United States,Apr21,3210.22,1
AMER,11,United States,Apr21,1020.20,1
AMER,11,United States,Apr21,128.79,1
AMER,11,United States,Apr21,7156.97,1
AMER,11,United States,Apr21,7802.53,1
AMER,11,United States,Apr21,28305.79,1
AMER,11,United States,Apr21,2417.73,1
AMER,11,United States,Apr21,28703.53,1
AMER,11,United States,Apr21,4145.50,1
AMER,11,United States,Apr21,3013.81,1
AMER,11,United States,Apr21,4884.98,1
AMER,11,United States,Apr21,943.72,1
AMER,11,United States,Apr21,1587.76,1
AMER,11,United States,Apr21,1175.98,1
AMER,11,United States,Apr21,7736709.39,1
AMER,11,United States,Apr21,449.92,1
AMER,11,United States,Apr21,3921.32,1
AMER,11,United States,Apr21,1900807.17,1
AMER,11,United States,Apr21,15528889.85,1
AMER,11,United States,Apr21,328772.16,1
AMER,11,United States,Apr21,12703803.99,1
AMER,11,United States,Apr21,164596.83,1
AMER,11,United States,Apr21,757.59,1
AMER,11,United States,Apr21,863.40,1
AMER,11,United States,Apr21,61753.66,1
AMER,11,United States,Apr21,536.82,1
AMER,11,United States,Apr21,23.72,1
AMER,11,United States,Apr21,50261.95,1
AMER,11,United States,Apr21,598.78,1
AMER,11,United States,Apr21,4770.58,1
AMER,11,United States,Apr21,9.08,1
AMER,11,United States,Apr21,1217.94,1
AMER,11,United States,Apr21,267.56,1
AMER,11,United States,Apr21,1621.29,1
AMER,11,United States,Apr21,13724.14,1
AMER,11,United States,Apr21,379.46,1
AMER,11,United States,Apr21,35274.97,1
AMER,11,United States,Apr21,959.44,1
AMER,11,United States,Apr21,15078.51,1
AMER,11,United States,Apr21,4238.28,1
AMER,11,United States,Apr21,13474.89,1
AMER,11,United States,Apr21,33578.51,1
AMER,11,United States,Apr21,8839.87,1
AMER,11,United States,Apr21,2534.62,1
AMER,11,United States,Apr21,408.13,1
AMER,11,United States,Apr21,1256.87,1
AMER,11,United States,Apr21,272.09,1
AMER,11,United States,Apr21,61.15,1
AMER,11,United States,Apr21,90.73,1
AMER,11,United States,Apr21,89.60,1
AMER,11,United States,Apr21,90.56,1
AMER,11,United States,Apr21,56.68,1
AMER,11,United States,Apr21,5242.75,1
AMER,11,United States,Apr21,2984.00,1
AMER,11,United States,Apr21,19.98,1
AMER,11,United States,Apr21,0.00,0
AMER,11,United States,Apr21,31997.38,1
AMER,11,United States,Apr21,13632.54,1
AMER,11,United States,Apr21,5958.51,1
AMER,11,United States,Apr21,1126.91,1
AMER,11,United States,Apr21,1511.68,1
AMER,11,United States,Apr21,3288.86,1
AMER,11,United States,Apr21,33495.12,1
AMER,11,United States,Apr21,2252.83,1
AMER,11,United States,Apr21,317.55,1
AMER,11,United States,Apr21,240.85,1
AMER,11,United States,Apr21,18649.22,1
AMER,11,United States,Apr21,495824.67,1
AMER,11,United States,Apr21,43.96,1
AMER,11,United States,Apr21,816.34,1
AMER,11,United States,Apr21,2409.31,1
AMER,11,United States,Apr21,2220.00,1
AMER,11,United States,Apr21,813.89,1
AMER,11,United States,Apr21,337.50,1
AMER,11,United States,Apr21,13.29,1
AMER,11,United States,Apr21,67903.84,1
AMER,11,United States,Apr21,2955.32,1
AMER,11,United States,Apr21,21118.83,1
AMER,11,United States,Apr21,4585.71,1
AMER,11,United States,Apr21,21913.21,1
AMER,11,United States,Apr21,123308.07,1
AMER,11,United States,Apr21,3125.76,1
AMER,11,United States,Apr21,12735.58,1
AMER,11,United States,Apr21,280.47,1
AMER,11,United States,Apr21,8772.43,1
AMER,11,United States,Apr21,3831.68,1
AMER,11,United States,Apr21,770675.97,1
AMER,11,United States,Apr21,1101589.60,1
AMER,11,United States,Apr21,239.98,1
AMER,11,United States,Apr21,6.63,1
AMER,11,United States,Apr21,1.97,1
AMER,11,United States,Apr21,155.98,1
AMER,11,United States,Apr21,0.04,1
AMER,11,United States,Apr21,4957.41,1
AMER,11,United States,Apr21,62739.10,1
AMER,11,United States,Apr21,1553.29,1
AMER,11,United States,Apr21,6.95,1
AMER,11,United States,Apr21,293.88,1
AMER,11,United States,Apr21,19232.47,1
AMER,11,United States,Apr21,212.62,1
AMER,11,United States,Apr21,6042.61,1
AMER,11,United States,Apr21,16188.24,1
AMER,11,United States,Apr21,34090.38,1
AMER,11,United States,Apr21,8.98,1
AMER,11,United States,Apr21,522.96,1
AMER,11,United States,Apr21,137.58,1
AMER,11,United States,Apr21,1.96,1
AMER,11,United States,Apr21,473719.00,1
AMER,11,United States,Apr21,2073.31,1
AMER,11,United States,Apr21,23391.38,1
AMER,11,United States,Apr21,47702.63,1
AMER,11,United States,Apr21,54.99,1
AMER,11,United States,Apr21,26281.65,1
AMER,11,United States,Apr21,9505.83,1
AMER,11,United States,Apr21,3409.23,1
AMER,11,United States,Apr21,3070.21,1
AMER,11,United States,Apr21,6080.15,1
AMER,11,United States,Apr21,179.72,1
AMER,11,United States,Apr21,12297.61,1
AMER,11,United States,Apr21,61004.06,1
AMER,11,United States,Apr21,10115.04,1
AMER,11,United States,Apr21,12721.03,1
AMER,11,United States,Apr21,3141.73,1
AMER,11,United States,Apr21,1408.30,1
AMER,11,United States,Apr21,203866.54,1
AMER,11,United States,Apr21,307009.61,1
AMER,11,United States,Apr21,786379.66,1
AMER,11,United States,Apr21,2806.87,1
AMER,11,United States,Apr21,4578.04,1
AMER,11,United States,Apr21,39877.89,1
AMER,11,United States,Apr21,2289.83,1
AMER,11,United States,Apr21,198.85,1
AMER,11,United States,Apr21,1588.62,1
AMER,11,United States,Apr21,11754.19,1
AMER,11,United States,Apr21,152841.62,1
AMER,11,United States,Apr21,257.97,1
AMER,11,United States,Apr21,34011.95,1
AMER,11,United States,Apr21,6192.27,1
AMER,11,United States,Apr21,12421.86,1
AMER,11,United States,Apr21,959.89,1
AMER,11,United States,Apr21,3494.66,1
AMER,11,United States,Apr21,74100.16,1
AMER,11,United States,Apr21,1910.49,1
AMER,11,United States,Apr21,28477.96,1
AMER,11,United States,Apr21,2326.95,1
AMER,11,United States,Apr21,4278.57,1
AMER,11,United States,Apr21,60531.46,1
AMER,11,United States,Apr21,4368.46,1
AMER,11,United States,Apr21,889.91,1
AMER,11,United States,Apr21,4588.30,1
AMER,11,United States,Apr21,9472.75,1
AMER,11,United States,Apr21,121798.45,1
AMER,11,United States,Apr21,711542.26,1
AMER,11,United States,Apr21,71.98,1
AMER,11,United States,Apr21,659.94,1
AMER,11,United States,Apr21,6122.07,1
AMER,707,Canada,Apr21,2839.44,1
AMER,707,Canada,Apr21,14767.82,1
AMER,707,Canada,Apr21,122.07,1
AMER,707,Canada,Apr21,331163.96,1
AMER,707,Canada,Apr21,428.09,1
AMER,707,Canada,Apr21,12333.17,1
AMER,707,Canada,Apr21,10.40,1
AMER,707,Canada,Apr21,76.13,1
AMER,707,Canada,Apr21,25.47,1
AMER,707,Canada,Apr21,88.57,1
AMER,707,Canada,Apr21,20.47,1
AMER,707,Canada,Apr21,47.26,1
AMER,707,Canada,Apr21,8.66,1
AMER,707,Canada,Apr21,123.91,1
AMER,707,Canada,Apr21,96.01,1
AMER,707,Canada,Apr21,17.36,1
AMER,707,Canada,Apr21,43.85,1
AMER,707,Canada,Apr21,233.06,1
AMER,707,Canada,Apr21,2127.50,1
AMER,707,Canada,Apr21,2539.68,1
AMER,707,Canada,Apr21,795.76,1
AMER,707,Canada,Apr21,0.00,0
AMER,707,Canada,Apr21,256.04,1
AMER,707,Canada,Apr21,160.00,1
AMER,707,Canada,Apr21,23.68,1
AMER,707,Canada,Apr21,41.29,1
AMER,707,Canada,Apr21,20.47,1
AMER,707,Canada,Apr21,106.55,1
AMER,707,Canada,Apr21,343.45,1
AMER,707,Canada,Apr21,18085.74,1
AMER,707,Canada,Apr21,9341.68,1
AMER,707,Canada,Apr21,7685.16,1
AMER,707,Canada,Apr21,11535.73,1
AMER,707,Canada,Apr21,4218.61,1
AMER,707,Canada,Apr21,12606.00,1
AMER,707,Canada,Apr21,15536.26,1
AMER,707,Canada,Apr21,50052.64,1
AMER,707,Canada,Apr21,115702.87,1
AMER,707,Canada,Apr21,44574.23,1
AMER,707,Canada,Apr21,909.66,1
AMER,707,Canada,Apr21,4816.81,1
AMER,707,Canada,Apr21,373.31,1
AMER,707,Canada,Apr21,3850.44,1
AMER,707,Canada,Apr21,95313.74,1
AMER,707,Canada,Apr21,7140.66,1
AMER,707,Canada,Apr21,291.80,1
AMER,707,Canada,Apr21,17617.18,1
AMER,707,Canada,Apr21,1374.01,1
AMER,707,Canada,Apr21,6230.30,1
AMER,707,Canada,Apr21,613.11,1
AMER,707,Canada,Apr21,60.31,1
AMER,707,Canada,Apr21,4838.43,1
AMER,707,Canada,Apr21,980.64,1
AMER,707,Canada,Apr21,6808.84,1
AMER,707,Canada,Apr21,4530.79,1
AMER,707,Canada,Apr21,263.24,1
AMER,707,Canada,Apr21,2656.04,1
AMER,707,Canada,Apr21,76.56,1
AMER,707,Canada,Apr21,90.82,1
AMER,707,Canada,Apr21,3407.78,1
AMER,707,Canada,Apr21,23935.97,1
AMER,707,Canada,Apr21,1951.14,1
AMER,707,Canada,Apr21,47519.26,1
AMER,707,Canada,Apr21,4688.34,1
AMER,707,Canada,Apr21,4662.89,1
AMER,707,Canada,Apr21,1165.61,1
AMER,707,Canada,Apr21,1221.21,1
AMER,707,Canada,Apr21,332.10,1
AMER,707,Canada,Apr21,688.15,1
AMER,707,Canada,Apr21,44.77,1
AMER,707,Canada,Apr21,17405.59,1
AMER,707,Canada,Apr21,361.72,1
AMER,707,Canada,Apr21,150.91,1
AMER,707,Canada,Apr21,741024.95,1
AMER,707,Canada,Apr21,2747.18,1
AMER,707,Canada,Apr21,157.52,1
AMER,707,Canada,Apr21,614.46,1
AMER,707,Canada,Apr21,309.86,1
AMER,707,Canada,Apr21,194.28,1
AMER,707,Canada,Apr21,1237.40,1
AMER,707,Canada,Apr21,128.30,1
AMER,707,Canada,Apr21,403.71,1
AMER,707,Canada,Apr21,68.49,1
AMER,707,Canada,Apr21,46724.27,1
AMER,707,Canada,Apr21,24211.59,1
AMER,707,Canada,Apr21,2032.30,1
AMER,707,Canada,Apr21,9768.05,1
AMER,707,Canada,Apr21,103.72,1
AMER,707,Canada,Apr21,83.06,1
AMER,707,Canada,Apr21,403.33,1
AMER,707,Canada,Apr21,466.62,1
AMER,707,Canada,Apr21,79917.10,1
AMER,707,Canada,Apr21,37676.04,1
AMER,707,Canada,Apr21,10873.25,1
AMER,707,Canada,Apr21,30639.28,1
AMER,707,Canada,Apr21,209699.31,1
AMER,707,Canada,Apr21,6890.83,1
AMER,707,Canada,Apr21,1586.83,1
AMER,707,Canada,Apr21,12648.66,1
AMER,707,Canada,Apr21,1211.25,1
AMER,707,Canada,Apr21,8335.85,1
AMER,707,Canada,Apr21,44328.29,1
AMER,707,Canada,Apr21,26994.25,1
AMER,707,Canada,Apr21,1935.61,1
AMER,707,Canada,Apr21,1863.53,1
AMER,707,Canada,Apr21,2061.77,1
AMER,707,Canada,Apr21,51510.96,1
AMER,707,Canada,Apr21,7133.51,1
AMER,707,Canada,Apr21,39349.75,1
AMER,707,Canada,Apr21,15435.72,1
AMER,707,Canada,Apr21,15439.81,1
AMER,707,Canada,Apr21,6163.87,1
AMER,707,Canada,Apr21,44132.53,1
AMER,707,Canada,Apr21,2168.62,1
AMER,707,Canada,Apr21,18095.82,1
AMER,707,Canada,Apr21,3087.22,1
AMER,707,Canada,Apr21,4809.19,1
AMER,707,Canada,Apr21,180164.00,1
AMER,707,Canada,Apr21,14001.51,1
AMER,707,Canada,Apr21,41095.06,1
AMER,707,Canada,Apr21,92347.06,1
AMER,707,Canada,Apr21,633.71,1
AMER,707,Canada,Apr21,10009.77,1
AMER,707,Canada,Apr21,65915.73,1
AMER,707,Canada,Apr21,19764.75,1
AMER,707,Canada,Apr21,20568.14,1
AMER,707,Canada,Apr21,133910.13,1
AMER,707,Canada,Apr21,20302.56,1
AMER,707,Canada,Apr21,4292.21,1
AMER,707,Canada,Apr21,2682.32,1
AMER,707,Canada,Apr21,14105.00,1
AMER,707,Canada,Apr21,6505.74,1
AMER,707,Canada,Apr21,9078.24,1
AMER,707,Canada,Apr21,1100.60,1
AMER,707,Canada,Apr21,5432.77,1
AMER,707,Canada,Apr21,6582.39,1
AMER,707,Canada,Apr21,605.88,1
AMER,707,Canada,Apr21,335.45,1
AMER,707,Canada,Apr21,2089.25,1
